booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone
B1256,P1031,6F083,2025-08-10 11:37:36.951,CANCELLED,48493a1e456195504efc37245c15adf5e014422138e19c6a152b175b89eae6e8,22B,bb01551b5d0466c228fb7131c19ff4778f5e31abb155426b0fd0e83ebe1e078e,341a6496d83cef864bc2c1a164129e70374db874bec4a827cb597e57aca22e3f
B1257,P1073,AI082,2025-08-19 11:37:36.951,CANCELLED,b9d993e38146c100a794784374ec2e297cb1fb852088bf82b1e08c3f4743f23c,11C,6ba62a54f9b3d856f32b935d60bdba33329a28f28ce8d8108ea559f85a27b0f8,f0214148a73376d6b28d8c1b8cf06080bc9042a2f3e94d11cdad7dd066d093ee
B1258,P1170,AI164,2025-10-28 11:37:36.951,CANCELLED,d42f09f610f9243a5d615f5ae0bc93909893393f65af728b03bb56c0d655891a,21F,692f7dba1062e20116a25281ebdfc20fe0fd560abe5e6a9c737f358a8fec6f94,c17e1508687c61be1a3f28e7d323d899c5e477db774da0c20962bc31d3c64719
B1259,P1848,SJ155,2026-01-19 11:37:36.951,CANCELLED,4b77e15ca9a67f1445ad49750ca3e95e4f953556307d6a8d2b3f2d0bc4e30c70,31F,851729256a162bf3b6654d106b511eacf15182673bf2317d67985491b87add5a,c59fdc42b406f9f62298e9bc499657e9f79c71a098784bc0b17c1242446bdb59
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,4523ef270407c19e4f086d29234321e612e68c190279f639f1bc790d54d08b88,1D,93ed3722ba679960d9458f7940cb948ae8ed8f74d8999526b7bf79204e7624c0,8b1bfc9e95029a07f9616d5a124b895cffef52dedbe20aeaa960189717fe2043
B1261,P1812,SJ057,2025-12-21 11:37:36.951,CONFIRMED,8b12b9b6c47a74bc099d5cab1ebfa24bb47dc6dbe718b757ec605d61bb733c95,34A,513f822a069bd1068ef070e7c568b39f2f0ec4529cf3094ee508fb302c900331,d7011a4f4f319fc2b852fdef0969064da5f1fe4dafc98fa7de25fb2e3c3a5f21
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,93b683f45f63e7161753160421b56aa7818051e3b9e39b57e6491af9e3694512,16F,7a1d34c74a901869639e3077909d3aa6d0ec273521ca10d7ac4026f6a5265071,b39cabd286226d81917f25d721116860d17fc898ddf53e48063b99e3ea34aeb2
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,363b9fb8fce1194f32f7ea4f43e23e713f3724b8f21ec8408afde36934413c25,6C,781cab6d68814f654251e4d29ad53ebf61b9290a3da17bb48ee707c95fc1592d,d08de6dec01ef168cfbaaaf3a2553541e7d72dda916ba8cadd67a53514d7d8b2
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,d2eaa1f0d671e6fe921ad536c4ac241d35c79cd91442d83e8012f0dc3d9402cb,12A,08b3d1456ae4a4f773450ff0d360fb56b5a1e1494654877e8159e9686ac606a1,54dacc432cde585ac58eba2c349aa19897da19f362e5f6231ec102c5cfecd8c1
B1265,P1928,UK203,2025-08-06 11:37:36.951,PENDING,9042ffc6235420bc16844f9582e7d5fdc82f072ba166f1db543ce1b1c8521315,28F,27a0d66156d4bd3ea1ab2431a7353061ca4acc662e6a9b561acb6bf72c0a6c8d,bc9e2b7b59c84dc3acd0870eb3335e32db8f1b51da53f6b66d51d4f2af276306
B1266,P1995,UK093,2026-01-16 11:37:36.951,CONFIRMED,73908b01d924b10c68b3844ae60834c81ea6cb86ca144d7cad49b075d3f4c45b,27F,9d7136882877bec6473638a721fe31863702defd70c37d1cb1db3331032c693c,150bd82b6c2d11edce0e91cbae703778451d319073b5e68979ee273aac5248e2
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,eb44b7a5311fd8e71596b4925d7e6fbc8df8a35a38634283e5f8d904b1699a60,32A,667203ce2d2730d82695594baad3a861dbe1a32fe6d004cff7c095e000a9c537,68e8b404473e9dff745bf05bf6477c384d78d9e27d4c9390d6a50710eb6b933b
B1268,P1657,AI102,2026-01-16 11:37:36.951,INVALID,3cff8374d208d71751698ccb6dc8b34774088e29be8970311727463ad5ef5538,12A,a00c61d1f15fc91afc3460be0e27ce667c31abcd7d53d9d12cb61c6359330b3f,d03b38a5dd2cda5c863fac84dd5f1a6f0e4ff2c9f5917a9bc769c1705e2f8aca
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,8739a392d975ad68d40e3505b336a8ecac430bc2aed3b5b6348321f6de0d3703,4C,dc2cc1bfe06d0c32c9294be0d610df08278f0a921f1d9218f0de580321f3587c,47e269c63f7f525989313a91ce6b881bc628f8e3276cf3a836e3b6d6cd38f7c6
B1270,P1573,SJ017,2025-06-02 11:37:36.951,,5cfcbbb44314e2ad5a8778bdb200f9fb146db654372473549fb07012ee96d3cd,22E,c61010d7e250ac74052a4102f91a7baa239a998fa0d5def2988005794386cb36,0780ed542031043f81b0e7b1e626f7fc6062cd2a6ec0e52acf1f8fe15413c950
B1271,P1696,6F156,2025-10-20 11:37:36.951,PENDING,d8ba4d5d252f7b48c9bd83043b496aeaac83a708891e7ebdf750da7ddc68d280,28B,7a9536434f18e7720751eec0713094cc1561ad134dde06bb86abd3f743f41d31,ab3f759669ea818914d9fb9e4aca05c9e0f4d2c55b796b460b715aa4f795c8a7
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,640500d978ddaa98d31fb112c1563d1f47258c81e6d0d7a162ac0537fecdd92e,19A,b6f8c4c77f375b64bea0445796be6abbb94bd23a8c1eb22f0a5d4d8baeb5daa0,a357e112cd2ce9319941de273f1ab3bf9e01338aef77a7458392d82073c1c8f3
B1273,P1892,AI150,2025-06-05 11:37:36.951,,069b2c7abe450ba5f6ba863da4de7bb0be1c05c94659d3fdafc3737d63063116,28B,103ecfaed264c8a06388e983179cf3b7bd0a0cda161d3d95e0f39b6b84515433,102149d539bc8cb9be94b22ac24e3c665c1be91de15318c814115f04912f9639
B1274,P1113,UK008,2025-10-15 11:37:36.951,PENDING,df9df1cea85fc191751add8bf025303f021ea73c73043298127f23ad838899e5,20D,54c18250621dbc1d01200f84a3e67440a552373b6c1c7c66f273936f567dc2e1,54a28a02c03fa287a71fcd56a6fcc43acaa4c9b6e54523e351b40f5878620748
B1275,P1461,6F166,2025-07-11 11:37:36.951,PENDING,d7881e02ec5c14d4da7f2f97908c12ffbf840118b6daed488ed58ba998da7649,18F,8b7cde736cd0480a6fe1163791206cc9125eaaf4567f2b93ad5101b1490b2865,5713998535364b6736ce7fe8ced5290a085ad9634a4bfd19bdf1aba9cba7f2cf
B1276,P1920,6F177,2025-07-15 11:37:36.951,CONFIRMED,00e170dec3f39461ba6e53903b1a87e14b35bb0045d7c7ee93433766342ea30c,1A,7f0c85fa631a104c475bd2ff2ebb5acc6f0020cc1f5c499a62f87ec74b3a2f18,88dd037c795c5016312efd437aeb720f5827a58168730189631d832944ae710c
B1277,P1142,AI196,2026-01-19 11:37:36.951,PENDING,142f5cb76d1edde195fade290aba8156708b312316962f5d0a3e56055eeb8f84,12E,06131ba19d44e1fac9dcfca50ef56734c1108c7091c98e385b0e81ffafc60a19,ac8a554c6a1290e01281e2fc776ca10cee3184033c408ef6eb3416f2de558cda
B1278,P1389,SJ191,2025-08-09 11:37:36.951,CONFIRMED,0003f77c12cdd762db1e56e7388f6e55d4f470dde0fd0fff165f6a225af5a1d8,5B,52118e27736bd657d3cfb27ee769d457e1eca5416cbf205ede95ab1b7260de6c,1ebcbf63ee217766147151e3d649c7233e755c68fb08ba9d2a81be28abb3819a
B1279,P1631,6F019,2025-05-10 11:37:36.951,,4190b8c35d5ceac4714eb7bccae04e43d3117777859b9a066afa24d4ab7a358b,28C,ce8bfcd04901f06aebd59a22a523baf07bea8a6ddb3333748c9871395020fb38,c64752bd7eedf777ff82c33eae79d120f5c43fbcbae6b41b39d75cee080708c0
B1280,P1681,AI226,2026-04-12 11:37:36.951,CONFIRMED,217ef94d41a61ab6813b69152cfbd41bc74aa4cc0f5b43bf31084b9f90a8aae0,33B,5114927ff25a5a96570dc06a8bf8aec1f7ad1d7c972806c850cae3de77e2109c,bc60650eac8237c9d0c16dd66170422fc8dc91151b2f71f8b7ff7f55036ca0a0
B1281,P1156,SJ207,2026-01-21 11:37:36.951,CANCELLED,348a1a78e838501bc087d402690b132808681aa324a4061ba1ad587aa40a0dd4,4A,ff6f3d983080b683875649aacc0bfc8f9bd947875b0ba96272e4f14e15c07243,d9f7ff5c757c55db90c3f613c99b10f5a911c175f3ead3d05634e7aa37290bee
B1282,P1334,AI009,2025-12-30 11:37:36.951,CANCELLED,d81e45c4922a75eafd7cccd66cf3090d7395e6f2428eba05c09fa39f4d4db8c3,8B,c8bab572daae8d1bb2818c09a3e29c61212a5e69e07ea74d1b8de1799f4cd121,5aa036e25f39d41d477b332aacb9cdc20eac4e9f5156acab627d3b0bb8125361
B1283,P1860,AI103,2025-05-08 11:37:36.951,INVALID,9ab4808a0aee5a554d381ff56321cbe1de32ec0d2bdb07d711686286906705a0,29D,f5de7bf3055c58fa709cef4944e62dc607e2920af3a86359809be6745ae1b799,124138d884a51a4961a69b2d968bb914d67c06809769ba091850a19509034ef8
B1284,P1259,SJ127,2026-02-22 11:37:36.951,CANCELLED,d6f10f5ff45f64005c91a2e9d84f106266c47ff2cc49ee2dad080dec2fd6ed92,25F,f38652e6c590ec16343dab12293873521b0ff2b68dd26387cd6607ffbe8f9b64,b98cbdd82d75886403c18d4f37d6d77348edf7fa3a82c756b491d4e63ee78314
B1285,P1081,UK188,2026-03-26 11:37:36.951,CANCELLED,1b57d26efecdc40edf4402903798fb8de4dd784962f81b55d7a5e48c0844f02e,25B,8703f68f09e35af15f326e6adc6fc663b708bf97c434d771276dd67161a08488,a4cd35d6e44b73b870119c7fe6e53ebff474c1b2a886464c8e72005df6db7d2e
B1286,P1753,6F010,2025-09-25 11:37:36.951,INVALID,59f5bf71fe37d7561f05eb4b1a9af6972df9e68eec49fa180acea12cfe16281d,33B,40182722ff6179b3ac3e2c3818313d042e2a49334764c68132160b0b1b8b9d7f,de4a7f8f06f33c18f6cb6264ca6a744c75b950eab6a41b3b471562a862a930e2
B1287,P1440,SJ098,2025-12-13 11:37:36.951,CANCELLED,665cda5ea3706bcc0ca32c7d2959902df3591c2456a0ff3e6ae508fec1030cf5,5F,63f3fde84830d730a72d6231cb0996a35035c35a299606e194d188fa2ad50b1d,4b7ea6763c0b9b9275250f2555c1718dea9a8ceaf99e914a2c34a6c05b7b5351
B1288,P1944,6F058,2025-12-11 11:37:36.951,PENDING,0a453657a8991145cbe32f1f76df08a0570cd50e031b17bc2b44db73088651e9,18C,8f2209a164d08e018d2082b3ebb05fbd99e231be12c6c4e6a36f70f82d23c93f,c69cac3a795573d80debb63263eb60ca64caeb4cf78ed01fd841f8f1ae8cd1c0
B1289,P1171,SJ030,2026-03-23 11:37:36.951,PENDING,912e5deff48e328c894dab139ca72303380d8f75d8abc97c7ea9ab4a724ad764,24F,34a84ef2fd6d669ecc8764a3b10d85a645f69c742fb253ab72e360eef540752d,2dbf62732610316d0bd7111ee722ead074cdcf4025b4086787fc389d9c93b979
B1290,P1230,UK175,2025-07-26 11:37:36.951,CANCELLED,959dbab753b9827301f1f2199c20e783c7bc6b510be6fe3ba0958148ad357305,16F,9cc2095485b9bdb390cf7fa02477e50282bf03d245bf55b341f067a27a807fe2,082e1ea8402f07d9ae78a3aa40f36d09047500c93eb31964e3df6c2fa17d6d69
B1291,P1719,SJ108,2026-04-01 11:37:36.951,PENDING,b64d80e52b6b05a4821654bf5a15b4a93a383119bf62b33e4f092198d3f2e4c2,28E,77738e9347786bd8465c898b71134c402b9378ff192b3ddc7d510be71fc1e04b,3d27b3b43f18fde6d82016817854350345d6f4f6b2b881fa1eb8ee11e5620b46
B1292,P1074,6F075,2025-08-03 11:37:36.951,CONFIRMED,ef61e9a15b7fa058cdcb16caf7ab9720db6601182780d4a470deaa62dfd33d02,7C,81d08e6cf2050d4a4aaecf9f7fd096f26dac61db36ad8646afe6adef129f9210,b17b04f4290adfe56b074de5a611168a9e4ebcb4d27ed14edebd94379090aec0
B1293,P1269,UK222,2025-08-31 11:37:36.951,CONFIRMED,aa7a8ba3800b824b2eb32963e014c1d07ca3ed3bb053694f00c0346839f9afc8,25F,5edc906e494bfa5f3357cc8191a5e39fbd23f91326fde3eccd2e2993704ad03a,cacc5bd620a813eb55cacde5e2b105b487c45f94701a8efea937924ea0feff74
B1294,P1898,6F250,2025-07-13 11:37:36.951,CANCELLED,5c1be3340e3e09ae37d729d39d179c6c77d6eb2cfdbcc79fa1c817116bb960f8,34B,fa9ce9915cbbe699149da61b43dfccdbd9e0c1df26047c8a56bceeba1d576f1d,f7c5e71129239a9cedfe8b5667e66a7d1843fa244b6c902c9e3df0a5c6ef3e73
B1295,P1625,AI096,2025-12-29 11:37:36.951,CANCELLED,0c9373278df71e25bf24ca7c6fd8aa868a1ccd4a6329eff914ab1a0ff2ed3c0c,14B,255007f37d680641d35ca1ca472a490581e6f4e86edc9c23b251389fcc8ba685,ce484175f21e9392b60a4d2eefc5a7f03489da8e239ef682f1e75174f3d41d3a
B1296,P1061,AI216,2025-12-23 11:37:36.951,CANCELLED,691c9626fab47ae57ab071d8836c3b5a4a7af7aa16dbd9a3fda00141fcaca533,1B,3ed93ab9d0e1f66072fa1d4d2402df849a1feedbbc012bb5eac670c88785336e,b5b43fa14535ad33a1c11375a4c5208b0876fc2906bd0befcb802a84d71f54aa
B1297,P1873,6F193,2026-01-23 11:37:36.951,PENDING,a7e1c411aee0eef48fe48259fe764e4575082ba99893ff74767304d64e620479,8A,000df78d0c86fe4d6fef3d58f614dc098a6eeeacb415b61df88769dbbbdf2f7f,52f7147c72fb171d4157928bbf971a0f9b67e00c0c586a1bdaf0bc16b17c329e
B1298,P1319,SJ194,2026-01-02 11:37:36.951,PENDING,f5d1b416901ecc2a9cdb5e41a18fcda3ee8437851598045b096bfbe27b9b0960,6C,88bb079c96d1c58cff957bcced476fe4a9d8a3b61acace94051d2b053d5db731,765063314e90fd019db16e481649469644b2dc08a21427d57ff886fe730fa153
B1299,P1101,SJ020,2025-09-11 11:37:36.951,CONFIRMED,9f205c3059639765c686d642af0473c9001920ac1a10ca06540adcc82316106c,16F,b677c96a6a3edb61c5ea8ace148e49f9bf8e0ed82b99fb560f3c4ebba31a856f,166ac5d20f82f8e034cc4cc54715014f9418b8bdda923438f025147adcedf216
B1300,P1428,6F070,2025-06-14 11:37:36.951,PENDING,4437ed6e1810562f1a485ad92f698682f821d62d6043b85e437cd2282f90f5e2,21C,7c1284b8bb9ae497fe29645072566ac8a4c4b2b4bc9e47d43731158a4427eb26,5324c335636161dd7c887ee54d4a7c22ca68d3791f8d0ebf3871a02eb941cadb
B1301,P1873,AI051,2025-09-03 11:37:36.951,CONFIRMED,71fc6b978e64cb415c70d1f09318dfa5c0b84000abbd268c193bd4a0e84dbfef,12A,187cb5b52fc510e0ee904c1add0e18ac0140a73b20d767248c4164cf1dc61ecf,e2b11b0f679275c295e6c433b25791dfc4af4f8b6785f86777e4d85412805a23
B1302,P1721,UK219,2025-12-27 11:37:36.951,PENDING,9d5ca609c2e118896874c0c7e485fe65402a293b9d0fb96d90373167bdd925db,3D,6c2089d6b12f749933d536ecbb8ba3060e016ec77f4760754e5561553d97bcfe,0bd795f9d07890ce986da1387b192b92e44afd0123230f70dfbd5de64b4181d3
B1303,P1953,AI235,2025-12-13 11:37:36.951,CONFIRMED,7ed0701a6a9964e4905cd1f4a5aaca561163bfb34a90732f52fa37c55867e48e,20A,a2dfd0491a75b0fac8b7fe12fc7ec1fa6f21b7d64075027a0899903b629b5eb4,36269b12a91170b3a88b0e23ab92e988e54d54ac606f6881fb2b18a8a6e287d5
B1304,P1254,6F022,2025-12-13 11:37:36.951,INVALID,d24807292258b02955c494b16a77288609e896f2fcd4234b34d83792de4a2abf,18E,7c8a5cfdb264f6551cde78b42464ac1f2b493182b421a98739eea3fabf5bad87,a141f90da26329f5a8830622261af9fb14f14e512033d39fddb1445d1235518f
B1305,P1531,SJ114,2025-09-28 11:37:36.951,PENDING,49ba46c5e75f0440225e3c35ed0823e9274a56a9f43842994b566dde445a8538,13C,56fa8d90bd8c53febe8bd3f605a6a81104fde9325b16e3ad2b39b43d076118de,c393fb281cc54a306dab32a956b741b9cb9a8cfe39663a5a4c61d3842991da7a
B1306,P1569,SJ076,2025-12-01 11:37:36.951,CONFIRMED,9b40efdd02edca7473aeb886cba65ea6c74fdb2aa98b60f806a7f3228783e7ab,30A,d0c2965662eb0044a41715cfe099ad9a6e64a0259c0caca9cbee347e47751505,1e13968b714ee01e9a64cb9f78a71f4d73e134897d0e9791c89f4e060e2d2c60
B1307,P1111,UK227,2026-01-26 11:37:36.951,PENDING,51c9538f633e0462ab84a7ea98c14e614540d1630ae6d2df61a0acde5151bcc6,32E,2ef0c745aab5fe5b5f6330c2975b35a84e6ea4e64f4c03f6c92593071063e5e4,c489962c2fdd584719385a3e01e23ba222f42dc90c0d67725d4635c88a694ede
B1308,P1984,UK135,2025-07-22 11:37:36.951,CANCELLED,497a0fa9fba2d1280cfd2f12fad59b7eb54d3afbc35d5a64bc3ed8b7aef3af7d,30D,f76e094507c71d2486555ee6b8f84993e73d975830a6f53e3f2fc53e6c8fdae6,34fec529c4013cc9142ff2abab65427af83dbe81d40f54b8fc380e455c20f77e
B1309,P1312,AI234,2025-05-06 11:37:36.951,CONFIRMED,e43563330de40c32ef1c68480d5ee3251c5c9779ca1e8928a7b73db04744be15,30F,f10fbf89f373163bdcb331266d963be6c9daaef1d241ff87821314666b16498f,3552c212ce4f0ab40be5503a02a7ca6323e9e01ec281df68288b3ccd7602d4a9
B1310,P1997,6F113,2025-08-20 11:37:36.951,PENDING,d73e460424314a38bc3d9e1ba275bba74adee5f58c8deab42c832668a923a90f,5D,575814c35b56c0ced5c3cf0057710c5dc2531130438b51a64ced74af2c9ec0f6,4fea716b35b46232ce2fb286459d76b0df47eeed226d3a7d938f82448dd7379e
B1311,P1460,SJ206,2025-11-16 11:37:36.951,PENDING,24a2dd5953d1fa34355527aeb0dd35d470d1060340cab5f2971e3030ef9f0439,9D,0aa544c8858f807222cf93a10459d71b80a92fd691eb7102a002f5cba1dfcf3e,c589bf62bb7e9486d80e14cb1bb93423520e450b616970750461f23eb7b68cc5
B1312,P1707,AI015,2026-03-29 11:37:36.951,,c4d086169a7507466fa9a0170c1ef43a998d39e8bc6fa17768c7bf6cf40a8d9d,6E,6835eff891904a7f3a53599cacc9fed64fde1ba164c4988ec35029651c8df495,78a2baca9b62dfbc46bc5fb5ef72fa84b12eb88f31ad51e572b310cb1f9dddef
B1313,P1886,6F260,2025-05-16 11:37:36.951,CANCELLED,38525d5c1f8ae9daa42012c12652dcdf4d63630a0d58eba63bc665b7a221160f,33E,ef8c55d56e4a35cee928262ddad4731132ded64d34c9b207206b7bc0108b9a94,abf7c5845cfb0ddc091fc6bb2c9d465374272e7669c38690fd138a298cd31f89
B1314,P1461,AI061,2025-04-28 11:37:36.951,CONFIRMED,cdb6154d11533ac954c23a4d154796979cc4a5b7d60f91520abc6f594fba8d88,19C,5595199c5aff51f5ffead633f9f1a9b0b4d1777e482916679ef672572175a969,4e7bef6629f8a34b91a18f50dacbd1d959d37bbcd2a40c5b0e017fd195007abf
B1315,P1864,6F237,2026-03-26 11:37:36.951,PENDING,20f9a1e0516eaf24a765a21919da90f20aad47b46ace74e6d5be7b7da9415a4c,9C,8b785b278886d2e48ab2b3c53084694a61e6967134107b2302c94f51bd615930,8bd4cf9c958e49ba67823652b3546cf924ba0058411d3edd5b416ca3d6629fda
B1316,P1091,SJ099,2026-01-06 11:37:36.951,PENDING,67689abdb8d7f1671df44d1c1b2335d3702407f3630fca8e1a76cdb3bf7b81db,27C,d5a847ad1f980581f4e3de8ed1fbfb60498df7d0019c36809765c501a3c51488,ca73255b2d47c0f7176e05c779b6563ce40e3b119af7de625a773a38876bfb8f
B1317,P1051,SJ146,2026-02-24 11:37:36.951,CANCELLED,b47a852f240a516728aaaeb14873a2927205700d95c4da048247e39dd0f1cc34,21F,a5294cd4b7ae59d2a538abd2626890dd6eee50378cf725424c14f9b294a8d70e,cbfd1dabba2769ae8a8aac522b66eb6e259ac338f923673e28e5f662431a0d78
B1318,P1804,SJ146,2025-05-23 11:37:36.951,CANCELLED,15967d729aecdf5d62e44a8158776aa5f8ecf737f558e9b1d19e37c85d2c2c46,29B,a9fd9aea7edb9521c89224804127322fe0de4090df6f7f962a128ced8fc03374,443d1daa3c4f67e8d656f72b9af59e0853a117aa5168e53e61739e04af8c5a31
B1319,P1519,6F071,2025-05-04 11:37:36.951,CONFIRMED,2f8d45159232b3190193d9f908f3dd5d182bb4dbb58182ee12406e500b62870f,4C,59eb37cba21279870e841e9ddb3ef4083381f9a03424e64f9dbe5c32352de28e,1116984bd1e6618f4069e5b849fcdc99d6bc233a56594adc701528090802ad55
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,2c9c503922f39989c14c6d5f58d6e6a826b54e57ab22c8a9331993a883824896,6C,6a9737cb87c9e4cee57dfb0ff1c1d625587cab582b38768e741d33104421973e,9fdbb1ace1fac0344deda8e73943ab1b0dc1a41c4ae91d60579d1fce75df3f14
B1321,P1097,SJ029,2026-02-12 11:37:36.951,PENDING,6d2700a38d548513d5d0ca91e1ac682b174cb085fb3680f46139fd0b9613d58c,13A,8291ebda2cecd1d1295594bf5e1d14996b38ce97ba02beb5ba8c2f51049ba3a2,b65ce1843543b634680a9334da2acaaf85022a64de1c49d6bac7df3adbc727f7
B1322,P1235,UK084,2025-07-27 11:37:36.951,CONFIRMED,e6f8b77cf283486d859b3a72e376eeee65d0064cdad2a37f79bc70267f948c60,6E,9a3d42e3de0aa4647db500ebd8556d0af9061101a8b2dcab26dd540c75e50891,bcfbf68a4dd2225fa0ed117f08e3d48ca20036143497755b5bc956e4bd20e6f1
B1323,P1900,SJ048,2026-02-06 11:37:36.951,CONFIRMED,1d2dd6c7e3ab38d00785c31ae05386bbb6605995875102adcc8a371c6cf869f1,14D,7abc7a74c5756c4aa487885140c7c7fbe3a92859aabc32cdc06605d07e57fdce,5fb9da0a18527e6b406d4b8b2fa3b58bb6e582bfd42be98388b2acb509f2a315
B1324,P1373,AI108,2026-02-04 11:37:36.951,CANCELLED,ff1d9f0c94ac5410586489c3245eea7af7455e922e25679dcc50c44067c3a244,33B,1bd7ee881863d45df43a3c790beffaf927ffd7019cbfc362a55c4f9bd8581f9c,fd9ec2c3eb7ecb608e101772ee4f4b216effed37cb03cf3589e1774a66f8ee4e
B1325,P1580,SJ134,2025-08-11 11:37:36.951,CANCELLED,b257d1364fcf468633589cde9eb81fe6276764a57e545f89722fac49db4f5333,3B,1df38ba5ee039d13a93c2d7da625a71b4a731491c8e44adc71b18c388869029c,2b4428272d89d9500574aabc7bc59b14889323c353b2ab6d8997d93f8b54dd0f
B1326,P1926,UK146,2025-10-31 11:37:36.951,CONFIRMED,4928a4597bf9ff72a5a3fa88ff2423bb7075bc093b51575a755d0186168290ed,14F,1b555fcf42800a8ef73ca096455a22b374d6cc61ed7664898c28e80adb456d1d,85c131a331e625f6f252b7d57834acd0936981d0e6dde2a6f5c3d1895e2c6b88
B1327,P1556,SJ036,2025-09-24 11:37:36.951,CONFIRMED,24e7d2bed5401e51e8ebe2749da434a80e5164ab1c118de30d712d266fa16b5e,26C,9a6e039efffaf8ec0f8ad45b055e5e5342d789ddf9baa14b5435b804bc7e3d0b,4ab683beebfabf05fc33098146f6ce87eedd9faeb96c0c45aed5323ef828137e
B1328,P1648,6F202,2025-11-01 11:37:36.951,PENDING,fbcc49740bee69b724038cfb0b5597ccb0b82ec9ead2b16720bd6009754116ac,33B,08be6069f21ac166ff0e6e5ac965b905cc00757b7f44eb06a4b582cabb10ccba,3767765c839dad1d63672805f5b1f113703fa9a86040aee9e226682665daf020
B1329,P1233,UK041,2026-02-13 11:37:36.951,CONFIRMED,04c2df7e3055c5ddab5a0ad2b02c6a0ecb3436439ef25ae6cb6ea152d8e6b1e4,22C,b91c099d23e8292cb24327ed6298cd92784337a24ec6e7fc9b1072f7ed760c1f,0b4555ec64d3b136fa8fc794a9b682e6877ad9ba17a62bcf1af03c8c5b09f62e
B1330,P1031,6F078,2025-12-06 11:37:36.951,CONFIRMED,7c74a634ab87bfc462069759fb332a5e466c96897bd959963f9edb2b2d2b7c3b,23A,ac00ad605ac07610ec7c420dba5c1b8895258e1a5ffa50e88fbf5bb47f2ee3af,db270a716771d581f215278f1643ad4177164437f7ea7dbaef538564ed3e1d53
B1331,P1288,AI097,2025-07-03 11:37:36.951,PENDING,7bedfb6edbc97683219eccb567679abc4ed46f84a38d9212dcd511571e87b599,22C,70aa5c7395500742c0a223d050b131c0346c78334c34417c654b9e4d360a7429,f166bf72a12091e140f98cf03bcb6583e330f1715985fd01e78e658e0f37b67b
B1332,P1637,UK159,2026-01-15 11:37:36.951,CONFIRMED,aa7917807af2a7bb98f8291f4f9bfca0a2e65893a9f63d6d4aadc64ee14320ac,7D,0c92815ffcf02e93256672a9fe32cbc4cf61186bd19f47d605e8f19718844184,c35980bb63591d6e20baf9331c1d8e38fcb3d7748afbf132d8cf36458a3f9117
B1333,P1578,UK044,2025-09-06 11:37:36.951,CANCELLED,ada839a2b3566f17b03e8a1dc6b8a6249e847b38fa9bb505c387e08941fc8649,12B,d370db075bf69be27267bb6a42b88dd29af4eb4b88e38d9b9c71f782325f0b9a,91887220400ff22c22c4dcc0d690e46577df6128cd3d8a5eb69ba0198cc072ae
B1334,P1541,6F176,2025-09-27 11:37:36.951,CANCELLED,df12b11e26da7102c9ccf76f8e59eae9736f9183884919eb689f3ce72706fe4f,6F,c31b81bd62712e862f7b5d580f67cf7fb312a61538c3e78b31c56816e9c5f07b,3f63416cc52df4567f939f2c5c6fdaf0bbd79b7612715fcf3c948bc50fa3ab90
B1335,P1113,SJ221,2026-02-11 11:37:36.951,PENDING,7758641bcfcffae1e55dbe649f9ef33c8b88d79bc2babdbb9536e3ded50a827c,4A,1d5e61f422e9dc06bda718b9a4ced94bddbd4fd384c0ef19cb29b327f91cb60f,d8167526482dd8ce8a6327bfc12ec34f91d8bc8985691a4351627855172d98b9
B1336,P1203,6F112,2025-07-03 11:37:36.951,CONFIRMED,5b7194549b8c5ab6e06833b76fcf2f62671d5bc90885002dff070c1606831c73,22A,9c7d196e155b633387656ecfa07162a18939c5ef1e75ba08434926479502b97f,3e71daa1f3187d9354f2fb83d14c6772b9f1bc816453b5a864d6bb3eb2d93ec1
B1337,P1028,6F246,2025-10-20 11:37:36.951,INVALID,1ac2ca0335d18dd35cf8da74f9c76a9da22397e6ee4bc2ccf7cd7cf2f630f08f,4C,2c18c87e1fff2eed8eb3f3890d635fba275b8510419cab25daab4167fa1ec06b,78f2e39ca2e6c5a0e2bd7c95fedbc96dfcc9ff0a1cfe69e2e4fe59ca47afa0e4
B1338,P1642,6F014,2026-02-21 11:37:36.951,CANCELLED,175731475f81e69af76659bbb90c1a11d411ad3f7cc29f996109cf5ebd5d3732,14C,5cf7c76cc9f11b0da0a5fecd3a694f1ab474437c50d2700340d343d4d09c9750,9eba1a2a662c427ce4eaab5289b0fc54b63abbd9fa7fdabee345c4bd9c52e0fb
B1339,P1473,AI237,2025-09-17 11:37:36.951,CANCELLED,d0f7fe6b13e7e6502c640dec58da60e4b01cd8f1ae844bb4d645b0c802814917,28A,c5fe3983726ecbcfcea266609b9263ef13461903b6ad3d8e1161dcf1084acdc1,81da2f8e9fe298014e366390c70a592bdf221a1a58d92c7162c14db9c2a9d910
